Date,CO (ppm),O3 (ppb),PM2.5 (ug/m3),RECORD,WSpeed_Max(m/s),WSpeed_S_WVT(m/s),WDir_D1_WVT(Deg),WDir_SD1_WVT(Deg),Temp_Avg(DegC),AirTC_Avg(DegC),RH(%),Rain_mm_Tot(mm),BattV_Min(v),Temp_Max(DegC),Temp_Min(DegC),AirTC_Max(DegC),AirTC_Min(DegC),RH_Max(%),RH_Min(%),BattV_Avg(v),RH_Avg(%),WSpeed_Avg(m/s),WDir_Avg(Deg),BattV(v)
2023-02-22T05:50:00Z,-0.232,-3.4632699999999996,8.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T05:55:00Z,-0.232,-4.073020000000001,7.3538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:00:00Z,-0.232,-3.7803400000000007,7.6394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:05:00Z,-0.232,-2.4876700000000014,7.282399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:10:00Z,-0.232,-2.7315699999999996,6.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:15:00Z,-0.232,0.2440099999999994,9.9242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:20:00Z,-0.232,2.3903299999999987,6.9968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:25:00Z,-0.232,-0.14623000000000097,7.3538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:30:00Z,-0.232,2.58545,7.2109999999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:35:00Z,-0.232,3.6098299999999983,8.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:40:00Z,-0.232,1.4635099999999994,7.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:45:00Z,-0.232,1.439119999999999,7.710799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:50:00Z,-0.232,-3.95107,8.5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T06:55:00Z,-0.232,-4.268140000000001,9.6386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:00:00Z,-0.232,-0.3169599999999999,10.6382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:05:00Z,-0.232,1.9269200000000009,7.8536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:10:00Z,-0.232,1.9025299999999987,9.4958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:15:00Z,-0.232,3.975680000000001,7.8536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:20:00Z,-0.232,4.243970000000001,10.709599999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:25:00Z,-0.232,3.341540000000002,11.0666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:30:00Z,-0.232,-0.877930000000001,11.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:35:00Z,-0.232,-8.29249,13.9226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:40:00Z,-0.232,-10.2193,14.208199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:45:00Z,-0.232,-13.26805,17.7068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:50:00Z,-0.232,-13.39,15.993199999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T07:55:00Z,-0.232,-13.39,19.6346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:00:00Z,5.41176,350.28929000000005,9.0674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:05:00Z,1.50042,113.14532,8.5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:10:00Z,0.25022,2.09765,6.7112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:15:00Z,-0.39273999999999987,-22.4143,12.1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:20:00Z,-0.62492,-24.34111,8.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:25:00Z,-0.7320800000000001,-28.2679,8.7104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:30:00Z,-0.78566,-39.77998,9.2102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:35:00Z,-0.80352,-42.1702,9.8528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:40:00Z,-0.83924,-41.511669999999995,11.3522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:45:00Z,-0.8749599999999997,-38.65804,12.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:50:00Z,-0.89282,-30.87763,11.4236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T08:55:00Z,-0.91068,-30.463,12.2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-22T09:00:00Z,-0.92854,-26.0728,13.7084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
